blip noun<br>/blɪp/|a change in a process or situation, usually when it gets worse for a short time before it gets better; a temporary problem<br>EXAMPLES:<br>a temporary blip
blip noun<br>/blɪp/|a short high sound made by an electronic device<br>EXAMPLES:<br>NO_EXAMPLES
blip noun<br>/blɪp/|a small flashing point of light on a radar screen, representing an object<br>EXAMPLES:<br>NO_EXAMPLES
dichotomy noun<br>/daɪˈkɑːtəmi/|a division or contrast between two groups or things that are completely opposite to and different from each other<br>EXAMPLES:<br>NO_EXAMPLES
loose adjective<br>/luːs/|not securely fixed where it should be; able to become separated from something<br>EXAMPLES:<br>a loose button/tooth<br>Check that the plug has not come loose.<br>One of the bricks feels slightly loose.<br>Darien shook his arm loose. 
loose adjective<br>/luːs/|not tied together; not held in position by anything or contained in anything<br>EXAMPLES:<br>She usually wears her hair loose.<br>She tucked a loose strand of hair behind her ear. <br>The potatoes were sold loose, not in bags.
loose adjective<br>/luːs/|free to move around without control; not tied up or shut in somewhere<br>EXAMPLES:<br>The sheep had got out and were loose on the road.<br>The horse had broken loose (= escaped) from its tether.<br>The animals ran loose without collars or leashes. <br>During the night, somebody had cut the boat loose from its moorings.
loose adjective<br>/luːs/|not fitting closely<br>EXAMPLES:<br>On long flights, wear loose clothing and comfortable shoes.<br>a loose shirt
loose adjective<br>/luːs/|not tightly packed together; not solid or hard<br>EXAMPLES:<br>loose soil<br>a fabric with a loose weave
loose adjective<br>/luːs/|not strictly organized or managed<br>EXAMPLES:<br>a loose alliance/coalition/federation<br>a loose association of artists, writers and composers
loose adjective<br>/luːs/|not exact; not very careful<br>EXAMPLES:<br>This is only a loose translation as I am not fluent in Japanese.<br>This book is an antidote for much of the loose thinking in the world of today.<br>The committees work within fairly loose guidelines.
loose adjective<br>/luːs/|having or involving an attitude to sexual relationships that people consider to be morally wrong<br>EXAMPLES:<br>a young man of loose morals
loose adjective<br>/luːs/|not in any player’s control<br>EXAMPLES:<br>He pounced on a loose ball.
loose adjective<br>/luːs/|having too much liquid in it<br>EXAMPLES:<br>a baby with loose bowel movements
loose adjective<br>/luːs/|suddenly there was a lot of noise, arguing, fighting, etc.<br>EXAMPLES:<br>There was a loud bang and then all hell broke loose.
loose adjective<br>/luːs/|to separate yourself or somebody/something from a group of people or their influence, etc.<br>EXAMPLES:<br>The organization broke loose from its sponsors.<br>He cut himself loose from his family.
