<b>blip</b><br>noun<br>/blɪp/|a change in a process or situation, usually when it gets worse for a short time before it gets better; a temporary problem<br><b>Examples:</b><br>- a temporary blip
<b>blip</b><br>noun<br>/blɪp/|a short high sound made by an electronic device<br><b>Examples:</b><br>- NO_EXAMPLES
<b>blip</b><br>noun<br>/blɪp/|a small flashing point of light on a radar screen, representing an object<br><b>Examples:</b><br>- NO_EXAMPLES
<b>dichotomy</b><br>noun<br>/daɪˈkɑːtəmi/|a division or contrast between two groups or things that are completely opposite to and different from each other<br><b>Examples:</b><br>- NO_EXAMPLES
<b>loose</b><br>adjective<br>/luːs/|not securely fixed where it should be; able to become separated from something<br><b>Examples:</b><br>- a loose button/tooth<br>- Check that the plug has not come loose.<br>- One of the bricks feels slightly loose.<br>- Darien shook his arm loose. 
<b>loose</b><br>adjective<br>/luːs/|not tied together; not held in position by anything or contained in anything<br><b>Examples:</b><br>- She usually wears her hair loose.<br>- She tucked a loose strand of hair behind her ear. <br>- The potatoes were sold loose, not in bags.
<b>loose</b><br>adjective<br>/luːs/|free to move around without control; not tied up or shut in somewhere<br><b>Examples:</b><br>- The sheep had got out and were loose on the road.<br>- The horse had broken loose (= escaped) from its tether.<br>- The animals ran loose without collars or leashes. <br>- During the night, somebody had cut the boat loose from its moorings.
<b>loose</b><br>adjective<br>/luːs/|not fitting closely<br><b>Examples:</b><br>- On long flights, wear loose clothing and comfortable shoes.<br>- a loose shirt
<b>loose</b><br>adjective<br>/luːs/|not tightly packed together; not solid or hard<br><b>Examples:</b><br>- loose soil<br>- a fabric with a loose weave
<b>loose</b><br>adjective<br>/luːs/|not strictly organized or managed<br><b>Examples:</b><br>- a loose alliance/coalition/federation<br>- a loose association of artists, writers and composers
<b>loose</b><br>adjective<br>/luːs/|not exact; not very careful<br><b>Examples:</b><br>- This is only a loose translation as I am not fluent in Japanese.<br>- This book is an antidote for much of the loose thinking in the world of today.<br>- The committees work within fairly loose guidelines.
<b>loose</b><br>adjective<br>/luːs/|having or involving an attitude to sexual relationships that people consider to be morally wrong<br><b>Examples:</b><br>- a young man of loose morals
<b>loose</b><br>adjective<br>/luːs/|not in any player’s control<br><b>Examples:</b><br>- He pounced on a loose ball.
<b>loose</b><br>adjective<br>/luːs/|having too much liquid in it<br><b>Examples:</b><br>- a baby with loose bowel movements
<b>loose</b><br>adjective<br>/luːs/|suddenly there was a lot of noise, arguing, fighting, etc.<br><b>Examples:</b><br>- There was a loud bang and then all hell broke loose.
<b>loose</b><br>adjective<br>/luːs/|to separate yourself or somebody/something from a group of people or their influence, etc.<br><b>Examples:</b><br>- The organization broke loose from its sponsors.<br>- He cut himself loose from his family.
<b>loose</b><br>adjective<br>/luːs/|to remain calm; to not worry<br><b>Examples:</b><br>- It's OK—hang loose and stay cool.
<b>loose</b><br>adjective<br>/luːs/|to talk too much, especially about things that are private<br><b>Examples:</b><br>- NO_EXAMPLES
<b>loose</b><br>adjective<br>/luːs/|to do something or to happen in a way that no one controls<br><b>Examples:</b><br>- Teenagers need a place to let loose.
<b>loose</b><br>adjective<br>/luːs/|to make a noise or remark, especially in a loud or sudden way<br><b>Examples:</b><br>- She let loose a stream of abuse.
<b>loose</b><br>adjective<br>/luːs/|to free somebody/something from whatever holds them/it in place<br><b>Examples:</b><br>- She let her hair loose and it fell around her shoulders.<br>- Who's let the dog loose?
<b>loose</b><br>adjective<br>/luːs/|to give somebody complete freedom to do what they want in a place or situation<br><b>Examples:</b><br>- He was at last let loose in the kitchen.<br>- A team of professionals were let loose on the project.
<b>loose</b><br>adjective<br>/luːs/|to treat somebody/something in a way that shows that you feel no responsibility or respect for them<br><b>Examples:</b><br>- NO_EXAMPLES
<b>loose</b><br>verb<br>/luːs/|to release something or let it happen or be expressed in a completely free way<br><b>Examples:</b><br>- His speech loosed a tide of nationalist sentiment.
